"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Altitude (m)"	"Altitude WGS84 (m)"	"Speed (m/s)"	"Direction (°)"	"Distance (km)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"	"Satellites"
1,453278095E2	6,027934212E1	2,495747042E1	4,341245793E0	2,355400748E1	1,479056001E0	1,514311542E2	2,722393794E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,463277993E2	6,027933359E1	2,495749087E1	4,563693467E0	2,377640872E1	1,449283004E0	1,544060977E2	2,732767192E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,473277901E2	6,027932488E1	2,495749762E1	4,705377784E0	2,391807149E1	1,496130824E0	1,762767050E2	2,749617493E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,483277808E2	6,027931074E1	2,495748660E1	5,012514860E0	2,422521375E1	1,496130824E0	1,897417672E2	2,765497488E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,493277709E2	6,027929834E1	2,495747233E1	5,407750461E0	2,462046232E1	1,335536122E0	2,112809190E2	2,776189392E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,503277615E2	6,027929084E1	2,495746019E1	6,000379265E0	2,521310538E1	1,127618670E0	2,378497538E2	2,786612762E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,513277520E2	6,027928335E1	2,495744882E1	6,688834333E0	2,590157332E1	1,127618670E0	2,460601057E2	2,798063996E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,523277427E2	6,027927786E1	2,495743124E1	7,010634490E0	2,622339980E1	1,304008722E0	2,335656406E2	2,814508432E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,533277329E2	6,027926827E1	2,495740853E1	7,063914787E0	2,627671150E1	1,304008722E0	2,386553883E2	2,833445567E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,543277236E2	6,027925404E1	2,495738968E1	7,623792617E0	2,683660873E1	1,304008722E0	2,549093534E2	2,849318171E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,553277138E2	6,027925470E1	2,495736091E1	8,173249374E0	2,738611879E1	1,343246341E0	2,564979461E2	2,865472082E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,563277047E2	6,027925071E1	2,495733274E1	8,913158627E0	2,812607535E1	1,404933333E0	2,563431194E2	2,884967033E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,573276943E2	6,027924412E1	2,495729997E1	9,657607071E0	2,887057675E1	1,512187839E0	2,532525134E2	2,907588407E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,583276849E2	6,027924916E1	2,495726021E1	1,025846401E1	2,947151172E1	1,512187839E0	2,549486133E2	2,925335808E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,593276756E2	6,027924795E1	2,495722811E1	1,040158746E1	2,961469260E1	1,406749845E0	2,554855755E2	2,936564808E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,603276656E2	6,027924773E1	2,495720774E1	1,055859699E1	2,977173914E1	1,356791615E0	2,593419549E2	2,958443816E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,613276563E2	6,027924764E1	2,495716806E1	1,045426153E1	2,966747617E1	1,356791615E0	2,643629363E2	2,980014790E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,623276471E2	6,027924585E1	2,495712909E1	1,039391260E1	2,960719658E1	1,452307701E0	2,661209723E2	2,995846246E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,633276380E2	6,027924473E1	2,495710047E1	1,045645472E1	2,966978987E1	1,474197388E0	2,642678054E2	3,012683734E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,643276273E2	6,027925025E1	2,495707203E1	1,056286564E1	2,977625865E1	1,474197388E0	2,637139863E2	3,025811492E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,653276179E2	6,027924744E1	2,495704890E1	1,094402262E1	3,015745495E1	1,499650002E0	2,633684607E2	3,043777149E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,663276081E2	6,027924964E1	2,495701661E1	1,127640499E1	3,048989869E1	1,600273609E0	2,649342953E2	3,064039712E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,673275988E2	6,027925516E1	2,495698159E1	1,139016919E1	3,060373279E1	1,347285748E0	2,665082441E2	3,085283997E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,683275894E2	6,027925865E1	2,495694370E1	1,155654403E1	3,077018061E1	1,448249936E0	2,674250467E2	3,104007113E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,693275799E2	6,027926145E1	2,495691021E1	1,163686265E1	3,085056344E1	1,448249936E0	2,657531257E2	3,122597705E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,703275725E2	6,027926523E1	2,495687736E1	1,153067549E1	3,074444036E1	1,448249936E0	2,662399815E2	3,136493026E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,713275615E2	6,027926362E1	2,495685236E1	1,152402107E1	3,073782995E1	1,549198985E0	2,656331875E2	3,148156596E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,723275515E2	6,027926306E1	2,495683123E1	1,150024791E1	3,071409484E1	1,608876467E0	2,658838008E2	3,166461430E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,733275419E2	6,027926570E1	2,495679846E1	1,132712109E1	3,054103075E1	1,636686563E0	2,685805508E2	3,182282696E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,743275326E2	6,027926571E1	2,495676976E1	1,119182781E1	3,040578997E1	1,608876467E0	2,691819626E2	3,195005954E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,753275229E2	6,027926700E1	2,495674682E1	1,107001307E1	3,028401853E1	1,582433581E0	2,702028300E2	3,210539446E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,763275137E2	6,027926541E1	2,495671883E1	1,113977173E1	3,035382670E1	1,561231136E0	2,721226049E2	3,219622105E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,773275036E2	6,027926521E1	2,495670236E1	1,141498069E1	3,062906557E1	1,227362752E0	2,680694341E2	3,230928288E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,783274937E2	6,027926383E1	2,495668204E1	1,150582330E1	3,071994387E1	1,295817614E0	2,718643418E2	3,252568348E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,793274848E2	6,027926479E1	2,495664283E1	1,152864753E1	3,074284082E1	1,227362752E0	2,710800448E2	3,261978246E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,803274755E2	6,027926172E1	2,495662693E1	1,169056102E1	3,090478015E1	1,167652845E0	2,641847776E2	3,273356881E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,813274660E2	6,027926156E1	2,495660629E1	1,181359738E1	3,102785408E1	1,167652845E0	2,619551307E2	3,286488640E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,823274558E2	6,027925435E1	2,495658742E1	1,232127125E1	3,153555484E1	1,635983706E0	2,594641880E2	3,301396635E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,833274460E2	6,027925077E1	2,495656136E1	1,259632753E1	3,181065497E1	1,734342933E0	2,616974959E2	3,317060077E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,843274366E2	6,027924839E1	2,495653336E1	1,264921526E1	3,186359140E1	1,685301542E0	2,606023161E2	3,331875970E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,853274270E2	6,027924831E1	2,495650648E1	1,252015211E1	3,173457731E1	1,685301542E0	2,606123155E2	3,345647394E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,863274175E2	6,027924827E1	2,495648150E1	1,259131506E1	3,180578590E1	1,529616594E0	2,603126887E2	3,361082758E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,873274081E2	6,027924520E1	2,495645419E1	1,286805725E1	3,208257479E1	1,510630012E0	2,623003284E2	3,371660721E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,883273987E2	6,027924396E1	2,495643517E1	1,331179528E1	3,252634629E1	1,510630012E0	2,644668098E2	3,384724825E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,893273891E2	6,027924267E1	2,495641161E1	1,369039145E1	3,290498417E1	1,422588110E0	2,565636252E2	3,398087744E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,903273793E2	6,027924069E1	2,495638770E1	1,389061716E1	3,310525150E1	1,251384258E0	2,564169128E2	3,413565651E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,913273705E2	6,027923659E1	2,495636087E1	1,423946219E1	3,345414126E1	1,251384258E0	2,550935226E2	3,427777464E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,923273607E2	6,027923818E1	2,495633530E1	1,452460830E1	3,373933584E1	1,377334118E0	2,548827157E2	3,437182080E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,933273513E2	6,027923466E1	2,495631979E1	1,484413643E1	3,405888859E1	1,527236938E0	2,534214923E2	3,454050026E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,943273410E2	6,027923024E1	2,495629052E1	1,497590840E1	3,419070942E1	1,527236938E0	2,517879296E2	3,467911358E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,953273319E2	6,027922863E1	2,495626558E1	1,501222851E1	3,422707342E1	1,527236938E0	2,542235478E2	3,480835977E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,963273226E2	6,027922403E1	2,495624405E1	1,501379963E1	3,422867904E1	1,389690042E0	2,500453845E2	3,496446248E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,973273125E2	6,027921767E1	2,495621881E1	1,504341978E1	3,425833862E1	1,423486352E0	2,511815454E2	3,510048948E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,983273032E2	6,027921588E1	2,495619440E1	1,529071827E1	3,450567986E1	1,423486352E0	2,594991586E2	3,519694392E-1	6,000906205E0	6,000906205E0	0,000000000E0
1,993272933E2	6,027922109E1	2,495618042E1	1,550376904E1	3,471876172E1	1,360174537E0	2,568971843E2	3,532131096E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,003272842E2	6,027922011E1	2,495615794E1	1,553422581E1	3,474925855E1	1,360174537E0	2,549044357E2	3,551838190E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,013272744E2	6,027921809E1	2,495612243E1	1,579507596E1	3,501017150E1	1,294647694E0	2,551658134E2	3,570569411E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,023272778E2	6,027922107E1	2,495608899E1	1,578938173E1	3,500454158E1	1,447345853E0	2,546397522E2	3,585768043E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,033272555E2	6,027922018E1	2,495606148E1	1,567276434E1	3,488797357E1	1,538609385E0	2,547963548E2	3,599824435E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,043272462E2	6,027921660E1	2,495603702E1	1,557173941E1	3,478698958E1	1,538609385E0	2,581580373E2	3,614638359E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,053272364E2	6,027921531E1	2,495601027E1	1,576695800E1	3,498225571E1	1,601687431E0	2,578240410E2	3,629820754E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,063272274E2	6,027921373E1	2,495598292E1	1,595920274E1	3,517454880E1	1,601687431E0	2,547215778E2	3,641994542E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,073272179E2	6,027921373E1	2,495596083E1	1,600415480E1	3,521954124E1	1,515329361E0	2,555472658E2	3,654316574E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,083272084E2	6,027921063E1	2,495593937E1	1,608538607E1	3,530080847E1	1,713254094E0	2,556585159E2	3,665601400E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,093271986E2	6,027920720E1	2,495592011E1	1,603717256E1	3,525262657E1	1,570842385E0	2,553159136E2	3,684356685E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,103271892E2	6,027920247E1	2,495588745E1	1,592003308E1	3,513554180E1	1,570842385E0	2,532562837E2	3,696308594E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,113271794E2	6,027920185E1	2,495586581E1	1,555189834E1	3,476744599E1	1,289993405E0	2,545538830E2	3,717485873E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,123271693E2	6,027919960E1	2,495582766E1	1,505633761E1	3,427195264E1	1,329282045E0	2,516302889E2	3,736974883E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,133271601E2	6,027919511E1	2,495579349E1	1,485285728E1	3,406853006E1	1,544710636E0	2,515665769E2	3,755026292E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,143271509E2	6,027918929E1	2,495576292E1	1,454101649E1	3,375673902E1	1,544710636E0	2,537292333E2	3,773066767E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,153271407E2	6,027918520E1	2,495573125E1	1,448944434E1	3,370522045E1	1,712928772E0	2,549325214E2	3,792047443E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,163271310E2	6,027918296E1	2,495569712E1	1,458947185E1	3,380530800E1	1,712928772E0	2,549805240E2	3,809427690E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,173271216E2	6,027918105E1	2,495566583E1	1,463171973E1	3,384761108E1	1,566463828E0	2,558606348E2	3,823608948E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,183271127E2	6,027917931E1	2,495564034E1	1,476005218E1	3,397598830E1	1,600015402E0	2,555656253E2	3,833738721E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,193271021E2	6,027917794E1	2,495562218E1	1,503806020E1	3,425402808E1	1,580213547E0	2,564549159E2	3,849600979E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,203270929E2	6,027917792E1	2,495559340E1	1,535582705E1	3,457184752E1	1,580213547E0	2,508308016E2	3,863206360E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,213270832E2	6,027917886E1	2,495556880E1	1,560986688E1	3,482593335E1	1,231723666E0	2,502323950E2	3,878473891E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,223270744E2	6,027917185E1	2,495554498E1	1,572992457E1	3,494602718E1	1,299051642E0	2,511026977E2	3,895626620E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,233270640E2	6,027916707E1	2,495551540E1	1,585721222E1	3,507336387E1	1,583333492E0	2,518093491E2	3,917861923E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,243270553E2	6,027916391E1	2,495547557E1	1,592783439E1	3,514405553E1	1,568724036E0	2,513006366E2	3,937018272E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,253270454E2	6,027916292E1	2,495544088E1	1,590195840E1	3,511824193E1	1,583333492E0	2,513434482E2	3,958468564E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,263270364E2	6,027916011E1	2,495540238E1	1,577020003E1	3,498655099E1	1,729601145E0	2,505509004E2	3,978466822E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,273270266E2	6,027915307E1	2,495536900E1	1,587434412E1	3,509074866E1	1,554595113E0	2,490332324E2	3,996119648E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,283270169E2	6,027914721E1	2,495533924E1	1,576819027E1	3,498464304E1	1,554595113E0	2,501736281E2	4,010497741E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,293270074E2	6,027913970E1	2,495531801E1	1,577812120E1	3,499460484E1	1,433094740E0	2,491223527E2	4,022173055E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,303269982E2	6,027913737E1	2,495529736E1	1,577862482E1	3,499514375E1	1,433094740E0	2,419328136E2	4,038689981E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,313269881E2	6,027912811E1	2,495527392E1	1,600080032E1	3,521735232E1	1,709618807E0	2,432220528E2	4,056889219E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,323269788E2	6,027911969E1	2,495524561E1	1,618057266E1	3,539716751E1	1,606948614E0	2,452915728E2	4,074797277E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,333269694E2	6,027911346E1	2,495521566E1	1,591293808E1	3,512958112E1	1,606948614E0	2,450846454E2	4,087664312E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,343269601E2	6,027910983E1	2,495519350E1	1,546478937E1	3,468146909E1	1,606948614E0	2,452055944E2	4,100250818E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,353269495E2	6,027910240E1	2,495517627E1	1,507047030E1	3,428717366E1	1,617111444E0	2,451240419E2	4,120037435E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,363269408E2	6,027909164E1	2,495514769E1	1,482704234E1	3,404378657E1	1,636154771E0	2,465567151E2	4,135311436E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,373269314E2	6,027908556E1	2,495512284E1	1,479448617E1	3,401126941E1	1,678656697E0	2,503512130E2	4,150684722E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,383269218E2	6,027907975E1	2,495509754E1	1,493043851E1	3,414726186E1	1,678656697E0	2,454219474E2	4,165033694E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,393269116E2	6,027907209E1	2,495507658E1	1,506138436E1	3,427823794E1	1,454065800E0	2,506729149E2	4,176694400E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,403269018E2	6,027906968E1	2,495505600E1	1,524825302E1	3,446514170E1	1,421745062E0	2,539799286E2	4,184103142E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,413268926E2	6,027906675E1	2,495504393E1	1,514207555E1	3,435898319E1	1,352017283E0	2,404336417E2	4,196791106E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,423268830E2	6,027905936E1	2,495502639E1	1,494347948E1	3,416041136E1	1,513066888E0	2,408600095E2	4,212348495E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,433268733E2	6,027905211E1	2,495500225E1	1,463240279E1	3,384937114E1	1,513066888E0	2,440967541E2	4,226641849E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,443268644E2	6,027904608E1	2,495497936E1	1,419573602E1	3,341273986E1	1,424669743E0	2,424549679E2	4,239604108E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,453268542E2	6,027904425E1	2,495495614E1	1,385195589E1	3,306900025E1	1,424669743E0	2,452961627E2	4,261975943E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,463268449E2	6,027903916E1	2,495491687E1	1,358120067E1	3,279831146E1	1,549756408E0	2,462948456E2	4,281112766E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,473268358E2	6,027903260E1	2,495488479E1	1,384663326E1	3,306379577E1	1,564486742E0	2,487959243E2	4,297663719E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,483268263E2	6,027902309E1	2,495486168E1	1,404558208E1	3,326277678E1	1,594785571E0	2,484201546E2	4,316098013E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,493268164E2	6,027901590E1	2,495483155E1	1,409351740E1	3,331075959E1	1,594785571E0	2,484999039E2	4,331317500E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,503268069E2	6,027901074E1	2,495480598E1	1,397534778E1	3,319263126E1	1,669904113E0	2,511588965E2	4,347793009E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,513267974E2	6,027900437E1	2,495477899E1	1,375648377E1	3,297380986E1	1,740231991E0	2,502759716E2	4,363339234E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,523267882E2	6,027899861E1	2,495475330E1	1,383027289E1	3,304763989E1	1,602869511E0	2,502736767E2	4,379356249E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,533267784E2	6,027899410E1	2,495472571E1	1,380486335E1	3,302227602E1	1,602869511E0	2,585537511E2	4,395365575E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,543267689E2	6,027898899E1	2,495469855E1	1,385312772E1	3,307058463E1	1,492173433E0	2,553197931E2	4,413970852E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,553267589E2	6,027898757E1	2,495466493E1	1,404505577E1	3,326257266E1	1,492173433E0	2,574381353E2	4,427350510E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,563267502E2	6,027898210E1	2,495464330E1	1,439731395E1	3,361486462E1	1,492879987E0	2,597093372E2	4,446954929E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,573267399E2	6,027898227E1	2,495460774E1	1,472055341E1	3,393816928E1	1,603969216E0	2,569173197E2	4,464662646E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,583267303E2	6,027898014E1	2,495457591E1	1,476995458E1	3,398762641E1	1,752599359E0	2,583576700E2	4,487317210E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,593267215E2	6,027897295E1	2,495453745E1	1,493702756E1	3,415476211E1	1,752599359E0	2,587186865E2	4,508436582E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,603267107E2	6,027897236E1	2,495449916E1	1,489320948E1	3,411101343E1	1,752599359E0	2,586828690E2	4,521322258E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,613267013E2	6,027897254E1	2,495447579E1	1,478472555E1	3,400257242E1	1,681522131E0	2,586876775E2	4,535145738E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,623266920E2	6,027896870E1	2,495445194E1	1,448994931E1	3,370783572E1	1,640741229E0	2,577903818E2	4,554121127E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,633266824E2	6,027896442E1	2,495441862E1	1,423544065E1	3,345338347E1	1,640741229E0	2,570476944E2	4,565813699E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,643266732E2	6,027896025E1	2,495439915E1	1,413791691E1	3,335589093E1	1,526214004E0	2,568484714E2	4,585335126E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,653266636E2	6,027895333E1	2,495436661E1	1,369300108E1	3,291102729E1	1,505926013E0	2,560112542E2	4,596426906E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,663266536E2	6,027894929E1	2,495434821E1	1,360970212E1	3,282775768E1	1,348221898E0	2,551899376E2	4,607796698E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,673266449E2	6,027894523E1	2,495432928E1	1,345769569E1	3,267578158E1	1,401430726E0	2,556887326E2	4,623417840E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,683266349E2	6,027894148E1	2,495430197E1	1,324831662E1	3,246644847E1	1,642465353E0	2,552858608E2	4,639566168E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,693266259E2	6,027894101E1	2,495427270E1	1,319318263E1	3,241136752E1	1,625674367E0	2,559257129E2	4,659972363E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,703266159E2	6,027894086E1	2,495423568E1	1,312568220E1	3,234393463E1	1,642465353E0	2,598720049E2	4,681357673E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,713266063E2	6,027894416E1	2,495419747E1	1,300444757E1	3,222277338E1	1,661266327E0	2,623172673E2	4,696064583E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,723265971E2	6,027894828E1	2,495417212E1	1,287848839E1	3,209686492E1	1,759078622E0	2,636910369E2	4,714941682E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,733265872E2	6,027894466E1	2,495413866E1	1,280642878E1	3,202486265E1	1,838418007E0	2,666000418E2	4,738259168E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,743265774E2	6,027894277E1	2,495409654E1	1,244288026E1	3,166138916E1	1,759078622E0	2,682778095E2	4,760936611E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,753265676E2	6,027894540E1	2,495405575E1	1,216015190E1	3,137873819E1	1,647938967E0	2,716283178E2	4,779459306E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,763265581E2	6,027894482E1	2,495402217E1	1,182783471E1	3,104648179E1	1,615911961E0	2,714205707E2	4,793734822E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,773265496E2	6,027894850E1	2,495399736E1	1,160730940E1	3,082600575E1	1,641688943E0	2,700128688E2	4,804502246E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,783265394E2	6,027895219E1	2,495397929E1	1,155662525E1	3,077535853E1	1,641688943E0	2,723201613E2	4,817951671E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,793265305E2	6,027895072E1	2,495395508E1	1,142061443E1	3,063939045E1	1,505057693E0	2,800220465E2	4,832940931E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,803265204E2	6,027895510E1	2,495392936E1	1,135540948E1	3,057423716E1	1,505057693E0	2,821888284E2	4,855442099E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,813265107E2	6,027895942E1	2,495388949E1	1,130921080E1	3,052811597E1	1,617553711E0	2,802891069E2	4,871946134E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,823265011E2	6,027896316E1	2,495386051E1	1,141951309E1	3,063847520E1	1,755042791E0	2,745285527E2	4,890693629E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,833264921E2	6,027896879E1	2,495382846E1	1,139597303E1	3,061499973E1	1,755042791E0	2,887065501E2	4,905376140E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,843264825E2	6,027897754E1	2,495380851E1	1,138608938E1	3,060516182E1	1,629725575E0	2,925128506E2	4,923868926E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,853264732E2	6,027898657E1	2,495378034E1	1,119057120E1	3,040970471E1	1,578394413E0	2,933217089E2	4,941325640E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,863264636E2	6,027899432E1	2,495375281E1	1,119363722E1	3,041282930E1	1,570643902E0	2,928809705E2	4,961474421E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,873264539E2	6,027900404E1	2,495372196E1	1,128209241E1	3,050135118E1	1,749291778E0	2,954313085E2	4,979260576E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,883264440E2	6,027901035E1	2,495369232E1	1,159471350E1	3,081403317E1	1,749291778E0	2,954225112E2	4,993735252E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,893264341E2	6,027901680E1	2,495366950E1	1,195843092E1	3,117779914E1	1,629140377E0	3,026458187E2	5,013498913E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,903264248E2	6,027902802E1	2,495364171E1	1,232153230E1	3,154096323E1	1,393754959E0	3,010578817E2	5,028586745E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,913264160E2	6,027903375E1	2,495361690E1	1,242241047E1	3,164189283E1	1,393754959E0	3,007536378E2	5,042791575E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,923264056E2	6,027904348E1	2,495360020E1	1,251106440E1	3,173058761E1	1,443274260E0	3,051836438E2	5,057224502E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,933263963E2	6,027905264E1	2,495358166E1	1,231570260E1	3,153526942E1	1,520093322E0	3,083882866E2	5,074312508E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,943263865E2	6,027906305E1	2,495355885E1	1,197939353E1	3,119901307E1	1,460935473E0	3,072782716E2	5,088980291E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,953263772E2	6,027907443E1	2,495354541E1	1,150754536E1	3,072720154E1	1,520093322E0	3,128003429E2	5,102215332E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,963263674E2	6,027908442E1	2,495353235E1	1,102375068E1	3,024344131E1	1,730126381E0	3,139116420E2	5,126594672E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,973263584E2	6,027910200E1	2,495350592E1	1,059797743E1	2,981773501E1	1,696418643E0	3,162105744E2	5,144589097E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,983264450E2	6,027911666E1	2,495349211E1	1,022502484E1	2,944482321E1	1,764848232E0	3,198053849E2	5,158698303E-1	6,000906205E0	6,000906205E0	0,000000000E0
2,993263392E2	6,027912851E1	2,495348291E1	9,865603773E0	2,908543149E1	1,696418643E0	3,196459683E2	5,175465569E-1	6,000906205E0	6,000906205E0	0,000000000E0
