"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Altitude (m)"	"Altitude WGS84 (m)"	"Speed (m/s)"	"Direction (°)"	"Distance (km)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"	"Satellites"
4,553285608E2	6,028112410E1	2,495269820E1	1,089863422E1	3,012200999E1	1,556222200E0	4,496528340E1	7,727203578E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,563285514E2	6,028113339E1	2,495272369E1	1,102090618E1	3,024424517E1	1,556222200E0	4,211809172E1	7,745667501E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,573285409E2	6,028114789E1	2,495274000E1	1,113705851E1	3,036038303E1	1,611680627E0	3,895809446E1	7,759384426E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,583285304E2	6,028115499E1	2,495276035E1	1,118539314E1	3,040868796E1	1,713232160E0	3,575834891E1	7,771792526E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,593285189E2	6,028116477E1	2,495277120E1	1,120821169E1	3,043149702E1	1,702288508E0	3,679107351E1	7,796405015E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,603285072E2	6,028118219E1	2,495279873E1	1,120715585E1	3,043040928E1	1,702288508E0	3,953999584E1	7,818089527E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,613284945E2	6,028119502E1	2,495282836E1	1,104804532E1	3,027125814E1	1,643211007E0	3,529682961E1	7,835337934E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,623284805E2	6,028120507E1	2,495285219E1	1,085033731E1	3,007351720E1	1,621582866E0	4,020895140E1	7,846926844E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,633284664E2	6,028121405E1	2,495286287E1	1,064348628E1	2,986665615E1	1,641969085E0	4,213209361E1	7,862758947E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,643284526E2	6,028121927E1	2,495288959E1	1,045780312E1	2,968092964E1	1,621582866E0	4,158714014E1	7,883822389E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,653284373E2	6,028122912E1	2,495292223E1	1,059358732E1	2,981666457E1	1,632411718E0	4,203288511E1	7,901543856E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,663284227E2	6,028124200E1	2,495294115E1	1,098759626E1	3,021065254E1	1,632411718E0	4,259859553E1	7,922416548E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,673284069E2	6,028125630E1	2,495296570E1	1,112767503E1	3,035070156E1	1,717269540E0	4,010548086E1	7,935927659E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,683283904E2	6,028126745E1	2,495297544E1	1,139972098E1	3,062274150E1	1,717269540E0	3,937655966E1	7,950291333E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,693283740E2	6,028127816E1	2,495299001E1	1,162353563E1	3,084654085E1	1,673084736E0	4,264649565E1	7,968013105E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,703283571E2	6,028128880E1	2,495301394E1	1,189190104E1	3,111487375E1	1,639533520E0	4,691824281E1	7,988867178E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,713283398E2	6,028129881E1	2,495304593E1	1,240116230E1	3,162408710E1	1,630814075E0	4,583890216E1	8,004398939E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,723283218E2	6,028130832E1	2,495306657E1	1,272931263E1	3,195220975E1	1,459133983E0	4,668851281E1	8,019775493E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,733283043E2	6,028131408E1	2,495309193E1	1,315957521E1	3,238243205E1	1,588932872E0	4,741377644E1	8,039191705E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,743282864E2	6,028132599E1	2,495311768E1	1,337775543E1	3,260057779E1	1,588932872E0	4,736463323E1	8,055039476E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,753282678E2	6,028133487E1	2,495314017E1	1,344941104E1	3,267220168E1	1,639738798E0	4,788403497E1	8,069391280E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,763282504E2	6,028134254E1	2,495316110E1	1,349427305E1	3,271703352E1	1,726101160E0	4,729839406E1	8,090118351E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,773282303E2	6,028135766E1	2,495318312E1	1,374892849E1	3,297166469E1	1,705756903E0	4,764239995E1	8,104795179E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,783282112E2	6,028136540E1	2,495320467E1	1,390973817E1	3,313244317E1	1,764038444E0	4,847972992E1	8,117923346E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,793281926E2	6,028137437E1	2,495322017E1	1,390852078E1	3,313120694E1	1,705756903E0	4,803938079E1	8,135073920E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,803281727E2	6,028138384E1	2,495324473E1	1,408177644E1	3,330442769E1	1,627217412E0	4,677623634E1	8,153761304E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,813281541E2	6,028139397E1	2,495327178E1	1,422638279E1	3,344899530E1	1,583739042E0	4,661026958E1	8,170650118E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,823281344E2	6,028140438E1	2,495329408E1	1,428238748E1	3,350497022E1	1,502341390E0	4,658545208E1	8,187017998E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,833281149E2	6,028140988E1	2,495332163E1	1,429535831E1	3,351789651E1	1,502341390E0	4,745463464E1	8,203590936E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,843280939E2	6,028142081E1	2,495334208E1	1,437300636E1	3,359551872E1	1,502341390E0	4,684773818E1	8,221854343E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,853280740E2	6,028143042E1	2,495336894E1	1,422371674E1	3,344619015E1	1,489382863E0	4,750597717E1	8,237502349E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,863280542E2	6,028144034E1	2,495338908E1	1,405094179E1	3,327338886E1	1,623225927E0	5,319599603E1	8,254834642E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,873280332E2	6,028145029E1	2,495341327E1	1,398672597E1	3,320913934E1	1,802299261E0	5,344719673E1	8,267518524E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,883280127E2	6,028145841E1	2,495342943E1	1,403316789E1	3,325556031E1	1,812301040E0	5,216679580E1	8,284464600E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,893279918E2	6,028146859E1	2,495345231E1	1,393634002E1	3,315870136E1	1,802299261E0	5,231004195E1	8,295318115E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,903279718E2	6,028147682E1	2,495346291E1	1,389058802E1	3,311293869E1	1,628246903E0	5,117934170E1	8,309780436E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,913279516E2	6,028148534E1	2,495348273E1	1,388183692E1	3,310416036E1	1,605214953E0	4,613667792E1	8,322961170E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,923279299E2	6,028149688E1	2,495348817E1	1,384916174E1	3,307148745E1	1,426468730E0	4,685447616E1	8,334844656E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,933279091E2	6,028150361E1	2,495350491E1	1,381927138E1	3,304157360E1	1,427770257E0	5,204095298E1	8,349514319E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,943278886E2	6,028151014E1	2,495352804E1	1,385008335E1	3,307235018E1	1,427770257E0	5,033266120E1	8,365716625E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,953278667E2	6,028152078E1	2,495354812E1	1,389716386E1	3,311940524E1	1,585311294E0	5,088736477E1	8,385062538E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,963278462E2	6,028152961E1	2,495357835E1	1,397035966E1	3,319255510E1	1,658987999E0	5,435348087E1	8,404861879E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,973278253E2	6,028154253E1	2,495360308E1	1,407503617E1	3,329720007E1	1,929164052E0	5,283288268E1	8,422677298E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,983278044E2	6,028155433E1	2,495362495E1	1,403089595E1	3,325303234E1	1,929164052E0	5,537653051E1	8,435364375E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,993277823E2	6,028156231E1	2,495364140E1	1,401577840E1	3,323789315E1	1,680984974E0	5,424128477E1	8,449642868E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,003277614E2	6,028156672E1	2,495366572E1	1,416043003E1	3,338250497E1	1,680984974E0	4,804790145E1	8,472249995E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,013277525E2	6,028157810E1	2,495369971E1	1,404643354E1	3,326845837E1	1,725132823E0	5,105250508E1	8,485681768E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,023277180E2	6,028157959E1	2,495372389E1	1,378657691E1	3,300855909E1	1,740525723E0	5,364222595E1	8,507472157E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,033276964E2	6,028159315E1	2,495375242E1	1,349211563E1	3,271405999E1	1,740525723E0	5,354510407E1	8,524154926E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,043276749E2	6,028160262E1	2,495377589E1	1,333446263E1	3,255637409E1	1,506966949E0	5,076447259E1	8,541963046E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,053276536E2	6,028161445E1	2,495379768E1	1,311863993E1	3,234052408E1	1,481493950E0	5,058639931E1	8,559820822E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,063276318E2	6,028162187E1	2,495382641E1	1,278440822E1	3,200624766E1	1,434353828E0	5,146312581E1	8,576443627E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,073276109E2	6,028163327E1	2,495384591E1	1,255826819E1	3,178008405E1	1,436488509E0	5,059301435E1	8,594468023E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,083275896E2	6,028164719E1	2,495386267E1	1,248273154E1	3,170453148E1	1,685985684E0	4,946363916E1	8,608976864E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,093275675E2	6,028165484E1	2,495388399E1	1,226835894E1	3,149012798E1	1,685985684E0	5,260826167E1	8,618974352E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,103275454E2	6,028165845E1	2,495390060E1	1,204057688E1	3,126231938E1	1,726452589E0	5,816076833E1	8,635239240E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,113275239E2	6,028166885E1	2,495392137E1	1,161684189E1	3,083855741E1	1,752945185E0	5,711927718E1	8,652161731E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,123275020E2	6,028167871E1	2,495394474E1	1,107379518E1	3,029547840E1	1,643078208E0	5,167406254E1	8,665430846E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,133274807E2	6,028168665E1	2,495396271E1	1,069952397E1	2,992118273E1	1,711781621E0	5,316192022E1	8,685770133E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,143274581E2	6,028169780E1	2,495399196E1	1,040007514E1	2,962169223E1	1,643078208E0	5,231266132E1	8,703533009E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,153274369E2	6,028170473E1	2,495402099E1	1,010204758E1	2,932361890E1	1,622296810E0	5,390401002E1	8,712609291E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,163274146E2	6,028170750E1	2,495403648E1	9,768722023E0	2,899026794E1	1,419813633E0	5,708577169E1	8,725686331E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,173273934E2	6,028170905E1	2,495406000E1	9,442187143E0	2,866369169E1	1,267701149E0	7,074501622E1	8,738490714E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,183273709E2	6,028171560E1	2,495407911E1	9,225413087E0	2,844688961E1	1,504635692E0	6,504290109E1	8,748809179E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,193273493E2	6,028171419E1	2,495409761E1	9,244637665E0	2,846607886E1	1,504635692E0	5,843570393E1	8,771657252E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,203273278E2	6,028172475E1	2,495413317E1	9,389823939E0	2,861121128E1	1,638976455E0	6,047745921E1	8,790432911E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,213273051E2	6,028173682E1	2,495415699E1	9,403547055E0	2,862490360E1	1,638976455E0	5,641007132E1	8,803521808E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,223272839E2	6,028174345E1	2,495417661E1	9,288526597E0	2,850985428E1	1,504122734E0	5,709781673E1	8,818952360E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,233272624E2	6,028174905E1	2,495420222E1	9,189869387E0	2,841115617E1	1,504122734E0	5,771334996E1	8,834515011E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,243272398E2	6,028175920E1	2,495422167E1	9,130636159E0	2,835189811E1	1,504122734E0	5,354154896E1	8,851663566E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,253272178E2	6,028176547E1	2,495425009E1	9,053730899E0	2,827494751E1	1,498403668E0	5,442494172E1	8,872644565E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,263271964E2	6,028176807E1	2,495428779E1	8,940646414E0	2,816179684E1	1,510162115E0	5,420102763E1	8,887603236E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,273271736E2	6,028177852E1	2,495430488E1	8,962593411E0	2,818372364E1	1,747248650E0	5,080015350E1	8,904191087E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,283271517E2	6,028178899E1	2,495432633E1	9,044774894E0	2,826587698E1	1,747248650E0	5,024695940E1	8,911753875E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,293271306E2	6,028179551E1	2,495433019E1	9,068858936E0	2,828996087E1	1,590506196E0	5,497868223E1	8,928191071E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,303271083E2	6,028179860E1	2,495435935E1	9,041505304E0	2,826255718E1	1,590506196E0	5,546681195E1	8,954545327E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,313270864E2	6,028180969E1	2,495440160E1	9,132736429E0	2,835372276E1	1,607241631E0	5,559846726E1	8,966401609E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,323270636E2	6,028181622E1	2,495441860E1	9,247316624E0	2,846827878E1	1,787598729E0	5,566783808E1	8,989645986E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,333270419E2	6,028183463E1	2,495443858E1	9,315396329E0	2,853634144E1	1,787598729E0	5,861687470E1	9,006547561E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,343270204E2	6,028184010E1	2,495446719E1	9,474831692E0	2,869573026E1	1,704798341E0	5,901331937E1	9,018833430E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,353269976E2	6,028184168E1	2,495448925E1	9,577003741E0	2,879786364E1	1,595050693E0	5,795539137E1	9,036188036E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,363269764E2	6,028185018E1	2,495451565E1	9,588760805E0	2,880958143E1	1,386479139E0	5,678251812E1	9,045648020E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,373269544E2	6,028184666E1	2,495453126E1	9,484346135E0	2,870513447E1	1,354035854E0	5,765632471E1	9,057303425E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,383269317E2	6,028185021E1	2,495455115E1	9,430354130E0	2,865110985E1	1,565426826E0	5,781816604E1	9,074899420E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,393269098E2	6,028185755E1	2,495457944E1	9,428632455E0	2,864934421E1	1,565426826E0	5,831969317E1	9,090880810E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,403268878E2	6,028186825E1	2,495459878E1	9,436098967E0	2,865678667E1	1,608612776E0	6,388752678E1	9,109847990E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,413268653E2	6,028187657E1	2,495462883E1	9,437575338E0	2,865821690E1	1,758947253E0	7,194066815E1	9,122523282E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,423268443E2	6,028187918E1	2,495465121E1	9,675395870E0	2,889599927E1	1,783595562E0	7,558418475E1	9,132601712E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,433268218E2	6,028188126E1	2,495466901E1	9,901176637E0	2,912174969E1	1,783595562E0	8,011895908E1	9,148276460E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,443267999E2	6,028188158E1	2,495469743E1	1,000055857E1	2,922107997E1	1,361307502E0	1,059775567E2	9,154553018E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,453267781E2	6,028187666E1	2,495470300E1	1,005431575E1	2,927482177E1	1,361307502E0	1,294897589E2	9,171381463E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,463267558E2	6,028186280E1	2,495471524E1	1,011068252E1	2,933115146E1	1,550738096E0	1,301765617E2	9,189182905E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,473267332E2	6,028185479E1	2,495474321E1	1,031224820E1	2,953265751E1	1,626599431E0	1,256185170E2	9,205005482E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,483267108E2	6,028184312E1	2,495475964E1	1,044414007E1	2,966450698E1	1,626599431E0	1,341710749E2	9,219419925E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,493266896E2	6,028183279E1	2,495477544E1	1,067844232E1	2,989876941E1	1,492680669E0	1,381442506E2	9,235446602E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,503266672E2	6,028182249E1	2,495479577E1	1,088117197E1	3,010145095E1	1,492680669E0	1,480304986E2	9,253395460E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,513266449E2	6,028180869E1	2,495481266E1	1,091007793E1	3,013031142E1	1,600995660E0	1,479551616E2	9,268823114E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,523266234E2	6,028179558E1	2,495482182E1	1,081907226E1	3,003927511E1	1,426061869E0	1,487542118E2	9,282225509E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,533266011E2	6,028178605E1	2,495483671E1	1,078505212E1	3,000521766E1	1,570713758E0	1,486068163E2	9,299753972E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,543265793E2	6,028177247E1	2,495485285E1	1,070039184E1	2,992051348E1	1,564338923E0	1,547554892E2	9,316208469E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,553265573E2	6,028175855E1	2,495486299E1	1,046764665E1	2,968773501E1	1,570713758E0	1,543889540E2	9,327784574E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,563265355E2	6,028175092E1	2,495487729E1	9,992654896E0	2,921270903E1	1,564338923E0	1,575432173E2	9,342506575E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,573265127E2	6,028173858E1	2,495488694E1	9,584020253E0	2,880404367E1	1,568032622E0	1,560158504E2	9,360967512E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,583264909E2	6,028172501E1	2,495490624E1	9,203422377E0	2,842339613E1	1,582138896E0	1,544825139E2	9,375906765E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,593264688E2	6,028171569E1	2,495492576E1	8,620187208E0	2,784011539E1	1,582138896E0	1,515315580E2	9,398541318E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,603264471E2	6,028169699E1	2,495494198E1	8,179798420E0	2,739967714E1	1,582138896E0	1,481535923E2	9,411969067E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,613264246E2	6,028168569E1	2,495495056E1	7,828240196E0	2,704809126E1	1,425869942E0	1,494794413E2	9,426331372E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,623264021E2	6,028167360E1	2,495495970E1	7,563934409E0	2,678375595E1	1,498554468E0	1,487101025E2	9,443207408E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,633263801E2	6,028165870E1	2,495496555E1	7,507117080E0	2,672691215E1	1,519551039E0	1,542743980E2	9,464380078E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,643263589E2	6,028164130E1	2,495498116E1	7,604995773E0	2,682474387E1	1,519551039E0	1,532423838E2	9,483362141E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,653263366E2	6,028162494E1	2,495499101E1	7,480329900E0	2,670004267E1	1,550701022E0	1,558377737E2	9,496585411E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,663263141E2	6,028161445E1	2,495500228E1	7,333120932E0	2,655280198E1	1,550701022E0	1,526653967E2	9,513641115E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,673262925E2	6,028160243E1	2,495502152E1	7,206515917E0	2,642614906E1	1,418764949E0	1,516136978E2	9,529126927E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,683262699E2	6,028159091E1	2,495503730E1	7,087748383E0	2,630734046E1	1,473454475E0	1,459466352E2	9,542697992E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,693262483E2	6,028158296E1	2,495505598E1	6,890085311E0	2,610963481E1	1,473454475E0	1,599986430E2	9,558743203E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,703262262E2	6,028157112E1	2,495507261E1	6,604821443E0	2,582432799E1	1,541873932E0	1,589812590E2	9,570272355E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,713262044E2	6,028156091E1	2,495507630E1	6,145245676E0	2,536473467E1	1,541873932E0	1,584326582E2	9,581736738E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,723261813E2	6,028155061E1	2,495507714E1	5,748529353E0	2,496800591E1	1,400397658E0	1,543289303E2	9,598349599E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,733261595E2	6,028153706E1	2,495508983E1	5,453234867E0	2,467267386E1	1,606625557E0	1,523696085E2	9,618442501E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,743261383E2	6,028152090E1	2,495510614E1	5,143841861E0	2,436323391E1	1,606625557E0	1,565106839E2	9,636735540E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,753261153E2	6,028150700E1	2,495512387E1	4,874183529E0	2,409352843E1	1,626405001E0	1,536086732E2	9,648644623E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,763260933E2	6,028149783E1	2,495513506E1	4,573753687E0	2,379306843E1	1,626405001E0	1,531952555E2	9,663279605E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,773260716E2	6,028148735E1	2,495515111E1	4,478983266E0	2,369825756E1	1,557576418E0	1,536393680E2	9,678729678E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,783260489E2	6,028147436E1	2,495516109E1	4,472962593E0	2,369220489E1	1,678769112E0	1,536002310E2	9,695962381E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,793260278E2	6,028146115E1	2,495517741E1	4,509641958E0	2,372884041E1	1,678769112E0	1,533720891E2	9,715603287E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,803260053E2	6,028144463E1	2,495519002E1	4,505389495E0	2,372454740E1	1,678769112E0	1,533237177E2	9,734867138E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,813259835E2	6,028142758E1	2,495519625E1	4,593962438E0	2,381309090E1	1,630770683E0	1,527310758E2	9,746816598E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,823259606E2	6,028142201E1	2,495521479E1	4,794737613E0	2,401382627E1	1,457781434E0	1,510382681E2	9,762485782E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,833259385E2	6,028140976E1	2,495522884E1	5,065570803E0	2,428462080E1	1,487659693E0	1,500649798E2	9,779892841E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,843259165E2	6,028139658E1	2,495524586E1	5,293432656E0	2,451243756E1	1,487659693E0	1,508084732E2	9,797765321E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,853258945E2	6,028138598E1	2,495527023E1	5,376508299E0	2,459545741E1	1,717230916E0	1,493798571E2	9,817098011E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,863258734E2	6,028137020E1	2,495528498E1	5,396713616E0	2,461561906E1	1,717230916E0	1,492957229E2	9,833606734E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,873258511E2	6,028135736E1	2,495529999E1	5,294876399E0	2,451374078E1	1,635552287E0	1,509613738E2	9,847449862E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,883258284E2	6,028134713E1	2,495531431E1	5,335470308E0	2,455429768E1	1,635552287E0	1,514914648E2	9,869772597E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,893258069E2	6,028132779E1	2,495532521E1	5,330377003E0	2,454916397E1	1,607076764E0	1,519666547E2	9,890171468E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,903257847E2	6,028131092E1	2,495533973E1	5,355463779E0	2,457420633E1	1,607076764E0	1,521039415E2	9,910683870E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,913257624E2	6,028129476E1	2,495535769E1	5,375702891E0	2,459439549E1	1,700983047E0	1,620722884E2	9,929343396E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,923257400E2	6,028128017E1	2,495537442E1	5,585867626E0	2,480451417E1	1,329561830E0	1,585344143E2	9,945334069E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,933257182E2	6,028126724E1	2,495538712E1	5,749441467E0	2,496805110E1	1,329561830E0	1,584873270E2	9,957202170E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,943256961E2	6,028125889E1	2,495540052E1	5,889723660E0	2,510829995E1	1,329561830E0	1,540434420E2	9,969442721E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,953256739E2	6,028124816E1	2,495540549E1	6,058400423E0	2,527695626E1	1,441991091E0	1,518286985E2	9,977339733E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,963256515E2	6,028124239E1	2,495541383E1	6,156216640E0	2,537475111E1	1,484333992E0	1,528798783E2	9,994247115E-1	6,000906205E0	6,000906205E0	0,000000000E0
5,973256299E2	6,028123203E1	2,495543629E1	6,379622229E0	2,559810466E1	1,433521032E0	1,506626350E2	1,000977003E0	6,000906205E0	6,000906205E0	0,000000000E0
5,983256073E2	6,028121972E1	2,495544958E1	6,554555907E0	2,577300100E1	1,484193683E0	1,435520802E2	1,002791754E0	6,000906205E0	6,000906205E0	0,000000000E0
5,993255858E2	6,028120738E1	2,495547113E1	6,483087445E0	2,570148007E1	1,433521032E0	1,429464883E2	1,004058509E0	6,000906205E0	6,000906205E0	0,000000000E0
6,003255633E2	6,028120090E1	2,495549002E1	6,394539526E0	2,561289074E1	1,389701605E0	1,258324795E2	1,005514270E0	6,000906205E0	6,000906205E0	0,000000000E0
6,013255415E2	6,028119474E1	2,495551332E1	6,467284315E0	2,568558639E1	1,389701605E0	1,238287069E2	1,007110235E0	6,000906205E0	6,000906205E0	0,000000000E0
6,023255197E2	6,028118617E1	2,495553655E1	6,429063615E0	2,564731414E1	1,310576200E0	1,225383202E2	1,009119614E0	6,000906205E0	6,000906205E0	0,000000000E0
6,033254972E2	6,028117471E1	2,495556473E1	6,310302897E0	2,552848974E1	1,341214657E0	1,289226893E2	1,010604875E0	6,000906205E0	6,000906205E0	0,000000000E0
6,043254746E2	6,028116771E1	2,495558768E1	6,171730956E0	2,538986842E1	1,341214657E0	1,264192883E2	1,011833448E0	6,000906205E0	6,000906205E0	0,000000000E0
6,053254528E2	6,028116066E1	2,495560484E1	6,004889737E0	2,522298835E1	1,489792705E0	1,273106144E2	1,013051007E0	6,000906205E0	6,000906205E0	0,000000000E0
6,063254310E2	6,028115423E1	2,495562272E1	5,798469944E0	2,501652905E1	1,496652484E0	1,273006286E2	1,014747747E0	6,000906205E0	6,000906205E0	0,000000000E0
6,073254085E2	6,028114593E1	2,495564855E1	5,547458444E0	2,476546153E1	1,588142753E0	1,302370772E2	1,016205944E0	6,000906205E0	6,000906205E0	0,000000000E0
6,083253866E2	6,028113697E1	2,495566786E1	5,477118541E0	2,469507682E1	1,588142753E0	1,353101319E2	1,017643952E0	6,000906205E0	6,000906205E0	0,000000000E0
6,093253653E2	6,028112856E1	2,495568769E1	5,258716573E0	2,447662969E1	1,388988614E0	1,133043757E2	1,019106012E0	6,000906205E0	6,000906205E0	0,000000000E0
6,103253428E2	6,028112811E1	2,495571420E1	5,084007047E0	2,430187121E1	1,337618828E0	1,195656853E2	1,020584676E0	6,000906205E0	6,000906205E0	0,000000000E0
